"","mouse","human"
"3284","Cnot8","CNOT8"
"3285","Cnot9","CNOT9"
"3286","Cnp","CNP"
"3287","Cnppd1","CNPPD1"
"3288","Cnpy1","CNPY1"
"3289","Cnpy2","CNPY2"
"3290","Cnpy3","CNPY3"
"3291","Cnpy4","CNPY4"
"3292","Cnr1","CNR1"
"3293","Cnr2","CNR2"
"3294","Cnrip1","CNRIP1"
"3295","Cnst","CNST"
"3296","Cntd1","CNTD1"
"3297","Cntf","CNTF"
"3298","Cntfr","CNTFR"
"3299","Cntln","CNTLN"
"3300","Cntn1","CNTN1"
"3301","Cntn2","CNTN2"
"3302","Cntn3","CNTN3"
"3303","Cntn4","CNTN4"
"3304","Cntn5","CNTN5"
"3305","Cntn6","CNTN6"
"3306","Cntnap1","CNTNAP1"
"3307","Cntnap2","CNTNAP2"
"3308","Cntnap3","CNTNAP3"
"3309","Cntnap4","CNTNAP4"
"3310","Cntnap5a","CNTNAP5"
"3311","Cntrl","CNTRL"
"3312","Cntrob","CNTROB"
"3313","Coa3","COA3"
"3314","Coa4","COA4"
"3315","Coa5","COA5"
"3316","Coa6","COA6"
"3317","Coa7","COA7"
"3318","Coasy","COASY"
"3319","Cobl","COBL"
"3320","Cobll1","COBLL1"
"3321","Coch","COCH"
"3322","Cog1","COG1"
"3323","Cog2","COG2"
"3324","Cog3","COG3"
"3325","Cog4","COG4"
"3326","Cog5","COG5"
"3327","Cog6","COG6"
"3328","Cog7","COG7"
"3329","Cog8","COG8"
"3330","Coil","COIL"
"3331","Col10a1","COL10A1"
"3332","Col11a1","COL11A1"
"3333","Col11a2","COL11A2"
"3334","Col12a1","COL12A1"
"3335","Col13a1","COL13A1"
"3336","Col14a1","COL14A1"
"3337","Col15a1","COL15A1"
"3338","Col16a1","COL16A1"
"3339","Col17a1","COL17A1"
"3340","Col18a1","COL18A1"
"3341","Col19a1","COL19A1"
"3342","Col1a1","COL1A1"
"3343","Col1a2","COL1A2"
"3344","Col20a1","COL20A1"
"3345","Col22a1","COL22A1"
"3346","Col23a1","COL23A1"
"3347","Col24a1","COL24A1"
"3348","Col25a1","COL25A1"
"3349","Col26a1","COL26A1"
"3350","Col27a1","COL27A1"
"3351","Col28a1","COL28A1"
"3352","Col2a1","COL2A1"
"3353","Col3a1","COL3A1"
"3354","Col4a1","COL4A1"
"3355","Col4a2","COL4A2"
"3356","Col4a3","COL4A3"
"3357","Col4a3bp","COL4A3BP"
"3358","Col4a4","COL4A4"
"3359","Col4a5","COL4A5"
"3360","Col4a6","COL4A6"
"3361","Col5a1","COL5A1"
"3362","Col5a2","COL5A2"
"3363","Col5a3","COL5A3"
"3364","Col6a1","COL6A1"
"3365","Col6a2","COL6A2"
"3366","Col6a3","COL6A3"
"3367","Col6a5","COL6A5"
"3368","Col6a6","COL6A6"
"3369","Col7a1","COL7A1"
"3370","Col8a1","COL8A1"
"3371","Col8a2","COL8A2"
"3372","Col9a1","COL9A1"
"3373","Col9a2","COL9A2"
"3374","Col9a3","COL9A3"
"3375","Colca2","COLCA2"
"3376","Colec10","COLEC10"
"3377","Colec11","COLEC11"
"3378","Colec12","COLEC12"
"3379","Colgalt1","COLGALT1"
"3380","Colgalt2","COLGALT2"
"3381","Colq","COLQ"
"3382","Commd1","COMMD1"
"3383","Commd10","COMMD10"
"3384","Commd2","COMMD2"
"3385","Commd3","COMMD3"
"3386","Bmi1","COMMD3-BMI1"
"3387","Commd4","COMMD4"
"3388","Commd5","COMMD5"
"3389","Commd6","COMMD6"
"3390","Commd7","COMMD7"
"3391","Commd8","COMMD8"
"3392","Commd9","COMMD9"
"3393","Comp","COMP"
"3394","Comt","COMT"
"3395","Comtd1","COMTD1"
"3396","Cop1","COP1"
"3397","Copa","COPA"
"3398","Copb1","COPB1"
"3399","Copb2","COPB2"
"3400","Cope","COPE"
"3401","Copg1","COPG1"
"3402","Copg2","COPG2"
"3403","Coprs","COPRS"
"3404","Cops2","COPS2"
"3405","Cops3","COPS3"
"3406","Cops4","COPS4"
"3407","Cops5","COPS5"
"3408","Cops6","COPS6"
"3409","Cops7a","COPS7A"
"3410","Cops7b","COPS7B"
"3411","Cops8","COPS8"
"3412","Cops9","COPS9"
"3413","Copz1","COPZ1"
"3414","Copz2","COPZ2"
"3415","Coq10a","COQ10A"
"3416","Coq10b","COQ10B"
"3417","Coq2","COQ2"
"3418","Coq3","COQ3"
"3419","Coq4","COQ4"
"3420","Coq5","COQ5"
"3421","Coq6","COQ6"
"3422","Coq7","COQ7"
"3423","Coq8a","COQ8A"
"3424","Coq8b","COQ8B"
"3425","Coq9","COQ9"
"3426","Corin","CORIN"
"3427","Coro1a","CORO1A"
"3428","Coro1b","CORO1B"
"3429","Coro1c","CORO1C"
"3430","Coro2a","CORO2A"
"3431","Coro2b","CORO2B"
"3432","Coro6","CORO6"
"3433","Coro7","CORO7"
"3434","Coro7","CORO7-PAM16"
"3435","Cort","CORT"
"3436","Cotl1","COTL1"
"3437","mt-Co1","COX1"
"3438","Cox10","COX10"
"3439","Cox11","COX11"
"3440","Cox14","COX14"
"3441","Cox15","COX15"
"3442","Cox16","COX16"
"3443","Cox17","COX17"
"3444","Cox18","COX18"
"3445","Cox19","COX19"
"3446","mt-Co2","COX2"
"3447","Cox20","COX20"
"3448","mt-Co3","COX3"
"3449","Cox4i1","COX4I1"
"3450","Cox4i2","COX4I2"
"3451","Cox5a","COX5A"
"3452","Cox5b","COX5B"
"3453","Cox6a1","COX6A1"
"3454","Cox6a2","COX6A2"
"3455","Cox6b1","COX6B1"
"3456","Cox6b2","COX6B2"
"3457","Cox6c","COX6C"
"3458","Cox7a1","COX7A1"
"3459","Cox7a2","COX7A2"
"3460","Cox7a2l","COX7A2L"
"3461","Cox7b","COX7B"
"3462","Cox7b2","COX7B2"
"3463","Cox7c","COX7C"
"3464","Cox8a","COX8A"
"3465","Cox8b","COX8BP"
"3466","Cox8c","COX8C"
"3467","Cp","CP"
"3468","Cpa1","CPA1"
"3469","Cpa2","CPA2"
"3470","Cpa3","CPA3"
"3471","Cpa4","CPA4"
"3472","Cpa5","CPA5"
"3473","Cpa6","CPA6"
"3474","Cpb1","CPB1"
"3475","Cpb2","CPB2"
"3476","Cpd","CPD"
"3477","Cpe","CPE"
"3478","Cpeb1","CPEB1"
"3479","Cpeb2","CPEB2"
"3480","Cpeb3","CPEB3"
"3481","Cpeb4","CPEB4"
"3482","Cped1","CPED1"
"3483","Cplane1","CPLANE1"
"3484","Rsg1","CPLANE2"
"3485","Cplx1","CPLX1"
"3486","Cplx2","CPLX2"
"3487","Cplx3","CPLX3"
"3488","Cplx4","CPLX4"
"3489","Cpm","CPM"
"3490","Cpn1","CPN1"
"3491","Cpn2","CPN2"
"3492","Cpne1","CPNE1"
"3493","Cpne2","CPNE2"
"3494","Cpne3","CPNE3"
"3495","Cpne4","CPNE4"
"3496","Cpne5","CPNE5"
"3497","Cpne6","CPNE6"
"3498","Cpne7","CPNE7"
"3499","Cpne8","CPNE8"
"3500","Cpne9","CPNE9"
"3501","Cpox","CPOX"
"3502","Cpped1","CPPED1"
"3503","Cpq","CPQ"
"3504","Cps1","CPS1"
"3505","Cpsf1","CPSF1"
"3506","Cpsf2","CPSF2"
"3507","Cpsf3","CPSF3"
"3508","Cpsf4","CPSF4"
"3509","Cpsf4l","CPSF4L"
"3510","Cpsf6","CPSF6"
"3511","Cpsf7","CPSF7"
"3512","Cpt1a","CPT1A"
"3513","Cpt1b","CPT1B"
"3514","Cpt1c","CPT1C"
"3515","Cpt2","CPT2"
"3516","Cptp","CPTP"
"3517","Cpvl","CPVL"
"3518","Cpxcr1","CPXCR1"
"3519","Cpxm1","CPXM1"
"3520","Cpxm2","CPXM2"
"3521","Cpz","CPZ"
"3522","Cr1l","CR1L"
"3523","Cr2","CR2"
"3524","Crabp1","CRABP1"
"3525","Crabp2","CRABP2"
"3526","Cracr2a","CRACR2A"
"3527","Cracr2b","CRACR2B"
"3528","Cradd","CRADD"
"3529","Cramp1l","CRAMP1"
"3530","Crat","CRAT"
"3531","Crb1","CRB1"
"3532","Crb2","CRB2"
"3533","Crb3","CRB3"
"3534","Crbn","CRBN"
"3535","Crcp","CRCP"
"3536","Crct1","CRCT1"
"3537","Creb1","CREB1"
"3538","Creb3","CREB3"
"3539","Creb3l1","CREB3L1"
"3540","Creb3l2","CREB3L2"
"3541","Creb3l3","CREB3L3"
"3542","Creb3l4","CREB3L4"
"3543","Creb5","CREB5"
"3544","Crebbp","CREBBP"
"3545","Crebl2","CREBL2"
"3546","Crebrf","CREBRF"
"3547","Crebzf","CREBZF"
"3548","Creg1","CREG1"
"3549","Creg2","CREG2"
"3550","Creld1","CRELD1"
"3551","Creld2","CRELD2"
"3552","Crem","CREM"
"3553","Crh","CRH"
"3554","Crhbp","CRHBP"
"3555","Crhr1","CRHR1"
"3556","Crhr2","CRHR2"
"3557","Crim1","CRIM1"
"3558","Crip1","CRIP1"
"3559","Crip2","CRIP2"
"3560","Crip3","CRIP3"
"3561","Cript","CRIPT"
"3562","Crisp4","CRISP1"
"3563","Crisp2","CRISP2"
"3564","Crispld1","CRISPLD1"
"3565","Crispld2","CRISPLD2"
"3566","Crk","CRK"
"3567","Crkl","CRKL"
"3568","Crlf1","CRLF1"
"3569","Crlf2","CRLF2"
"3570","Crlf3","CRLF3"
"3571","Crls1","CRLS1"
"3572","Crmp1","CRMP1"
"3573","Crnkl1","CRNKL1"
"3574","Crnn","CRNN"
"3575","Crocc","CROCC"
"3576","Crocc2","CROCC2"
"3577","Crot","CROT"
"3578","Crp","CRP"
"3579","Crtac1","CRTAC1"
"3580","Crtam","CRTAM"
"3581","Crtap","CRTAP"
"3582","Crtc1","CRTC1"
"3583","Crtc2","CRTC2"
"3584","Crtc3","CRTC3"
"3585","Crx","CRX"
"3586","Cry1","CRY1"
"3587","Cry2","CRY2"
"3588","Cryaa","CRYAA"
"3589","Cryaa","CRYAA2"
"3590","Cryab","CRYAB"
"3591","Cryba1","CRYBA1"
"3592","Cryba2","CRYBA2"
"3593","Cryba4","CRYBA4"
"3594","Crybb1","CRYBB1"
"3595","Crybb2","CRYBB2"
"3596","Crybb3","CRYBB3"
"3597","Crybg1","CRYBG1"
"3598","Crybg2","CRYBG2"
"3599","Crybg3","CRYBG3"
"3600","Cryga","CRYGA"
"3601","Crygb","CRYGB"
"3602","Crygc","CRYGC"
"3603","Crygd","CRYGD"
"3604","Crygn","CRYGN"
"3605","Crygs","CRYGS"
"3606","Cryl1","CRYL1"
"3607","Crym","CRYM"
"3608","Cryz","CRYZ"
"3609","Cryzl1","CRYZL1"
"3610","Cryzl2","CRYZL2P"
"3611","Cs","CS"
"3612","Csad","CSAD"
"3613","Csdc2","CSDC2"
"3614","Csde1","CSDE1"
"3615","Cse1l","CSE1L"
"3616","Csf1","CSF1"
"3617","Csf1r","CSF1R"
"3618","Csf2","CSF2"
"3619","Csf2ra","CSF2RA"
"3620","Csf2rb","CSF2RB"
"3621","Csf2rb2","CSF2RB"
"3622","Csf3","CSF3"
"3623","Csf3r","CSF3R"
"3624","Csgalnact1","CSGALNACT1"
"3625","Csgalnact2","CSGALNACT2"
"3626","Gh","CSHL1"
"3627","Csk","CSK"
"3628","Csmd1","CSMD1"
"3629","Csmd2","CSMD2"
"3630","Csmd3","CSMD3"
"3631","Csn1s1","CSN1S1"
"3632","Csn1s2a","CSN1S2AP"
"3633","Csn1s2b","CSN1S2BP"
"3634","Csn2","CSN2"
"3635","Csn3","CSN3"
"3636","Csnk1a1","CSNK1A1"
"3637","Csnk1d","CSNK1D"
"3638","Csnk1e","CSNK1E"
"3639","Csnk1g1","CSNK1G1"
"3640","Csnk1g2","CSNK1G2"
"3641","Csnk1g3","CSNK1G3"
"3642","Csnk2a1","CSNK2A1"
"3643","Csnk2a2","CSNK2A2"
"3644","Csnk2b","CSNK2B"
"3645","Csnka2ip","CSNKA2IP"
"3646","Cspg4","CSPG4"
"3647","Cspg5","CSPG5"
"3648","Cspp1","CSPP1"
"3649","Csrnp1","CSRNP1"
"3650","Csrnp2","CSRNP2"
"3651","Csrnp3","CSRNP3"
"3652","Csrp1","CSRP1"
"3653","Csrp2","CSRP2"
"3654","Csrp3","CSRP3"
"3655","Cst11","CST11"
"3656","Cst12","CST12P"
"3657","Cst13","CST13P"
"3658","Cst3","CST3"
"3659","Cst10","CST5"
"3660","Cst6","CST6"
"3661","Cst7","CST7"
"3662","Cst8","CST8"
"3663","Cst9","CST9"
"3664","Cst9","CST9L"
"3665","2010005H15Rik","CSTA"
"3666","BC100530","CSTA"
"3667","BC117090","CSTA"
"3668","Csta1","CSTA"
"3669","Gm4758","CSTA"
"3670","Gm5416","CSTA"
"3671","Gm5483","CSTA"
"3672","Stfa1","CSTA"
"3673","Stfa2","CSTA"
"3674","Stfa2l1","CSTA"
"3675","Stfa3","CSTA"
"3676","Cstb","CSTB"
"3677","Cstf1","CSTF1"
"3678","Cstf2","CSTF2"
"3679","Cstf2t","CSTF2T"
"3680","Cstf3","CSTF3"
"3681","Cstl1","CSTL1"
"3682","Ctbp1","CTBP1"
"3683","Ctbp2","CTBP2"
"3684","Ctbs","CTBS"
"3685","Ctc1","CTC1"
"3686","Ctcf","CTCF"
"3687","Ctcfl","CTCFL"
"3688","Ctdnep1","CTDNEP1"
"3689","Ctdp1","CTDP1"
"3690","Ctdsp1","CTDSP1"
"3691","Ctdsp2","CTDSP2"
"3692","Ctdspl","CTDSPL"
"3693","Ctdspl2","CTDSPL2"
"3694","Ctf1","CTF1"
"3695","Ctf2","CTF2P"
"3696","Ctgf","CTGF"
"3697","Cth","CTH"
"3698","Cthrc1","CTHRC1"
"3699","Ctif","CTIF"
"3700","Ctla4","CTLA4"
"3701","Ctnna1","CTNNA1"
"3702","Ctnna2","CTNNA2"
"3703","Ctnna3","CTNNA3"
"3704","Ctnnal1","CTNNAL1"
"3705","Ctnnb1","CTNNB1"
"3706","Ctnnbip1","CTNNBIP1"
"3707","Ctnnbl1","CTNNBL1"
"3708","Ctnnd1","CTNND1"
"3709","Ctnnd2","CTNND2"
"3710","Ctns","CTNS"
"3711","Ctps","CTPS1"
"3712","Ctps2","CTPS2"
"3713","Ctr9","CTR9"
"3714","Ctrb1","CTRB1"
"3715","Ctrb1","CTRB2"
"3716","Ctrc","CTRC"
"3717","Ctrl","CTRL"
"3718","Ctsa","CTSA"
"3719","Ctsb","CTSB"
"3720","Ctsc","CTSC"
"3721","Ctsd","CTSD"
"3722","Ctse","CTSE"
"3723","Ctsf","CTSF"
"3724","Ctsg","CTSG"
"3725","Ctsh","CTSH"
"3726","Ctsk","CTSK"
"3727","Ctso","CTSO"
"3728","Ctss","CTSS"
"3729","Ctsl","CTSV"
"3730","Ctsw","CTSW"
"3731","Ctsz","CTSZ"
"3732","Cttn","CTTN"
"3733","Cttnbp2","CTTNBP2"
"3734","Cttnbp2nl","CTTNBP2NL"
"3735","Ctu1","CTU1"
"3736","Ctu2","CTU2"
"3737","Ctxn1","CTXN1"
"3738","Ctxn2","CTXN2"
"3739","Ctxn3","CTXN3"
"3740","Gm2115","CTXND1"
"3741","4930558C23Rik","CTXND2"
"3742","Cubn","CUBN"
"3743","Cuedc1","CUEDC1"
"3744","Cuedc2","CUEDC2"
"3745","Cul1","CUL1"
"3746","Cul2","CUL2"
"3747","Cul3","CUL3"
"3748","Cul4a","CUL4A"
"3749","Cul4b","CUL4B"
"3750","Cul5","CUL5"
"3751","Cul7","CUL7"
"3752","Cul9","CUL9"
"3753","Cuta","CUTA"
"3754","Cutal","CUTALP"
"3755","Cutc","CUTC"
"3756","Cux1","CUX1"
"3757","Cux2","CUX2"
"3758","Cuzd1","CUZD1"
"3759","Cwc15","CWC15"
"3760","Cwc22","CWC22"
"3761","Cwc25","CWC25"
"3762","Cwc27","CWC27"
"3763","Cwf19l1","CWF19L1"
"3764","Cwf19l2","CWF19L2"
"3765","Cwh43","CWH43"
"3766","Cx3cl1","CX3CL1"
"3767","Cx3cr1","CX3CR1"
"3768","Cxadr","CXADR"
"3769","Cxcl10","CXCL10"
"3770","Cxcl11","CXCL11"
"3771","Cxcl12","CXCL12"
"3772","Cxcl13","CXCL13"
"3773","Cxcl14","CXCL14"
"3774","Cxcl16","CXCL16"
"3775","Cxcl17","CXCL17"
"3776","Cxcl1","CXCL2"
"3777","Cxcl2","CXCL3"
"3778","Cxcl5","CXCL6"
"3779","Cxcl9","CXCL9"
"3780","Cxcr1","CXCR1"
"3781","Cxcr2","CXCR2"
"3782","Cxcr3","CXCR3"
"3783","Cxcr4","CXCR4"
"3784","Cxcr5","CXCR5"
"3785","Cxcr6","CXCR6"
"3786","5430427O19Rik","CXorf21"
"3787","Gm7173","CXorf22"
"3788","Gm16462","CXorf30"
"3789","4930578C19Rik","CXorf36"
"3790","1810030O07Rik","CXorf38"
"3791","1110012L19Rik","CXorf40A"
"3792","1110012L19Rik","CXorf40B"
"3793","8030474K03Rik","CXorf49"
"3794","8030474K03Rik","CXorf49B"
"3795","C330007P06Rik","CXorf56"
"3796","D330045A20Rik","CXorf57"
"3797","Fam90a1b","CXorf58"
"3798","Gm614","CXorf65"
"3799","Gm7073","CXorf66"
"3800","AU022751","CXorf67"
"3801","Cxxc1","CXXC1"
"3802","Cxxc4","CXXC4"
"3803","Cxxc5","CXXC5"
"3804","Cyb561","CYB561"
"3805","Cyb561a3","CYB561A3"
"3806","Cyb561d1","CYB561D1"
"3807","Cyb561d2","CYB561D2"
"3808","Cyb5a","CYB5A"
"3809","Cyb5b","CYB5B"
"3810","Cyb5d1","CYB5D1"
"3811","Cyb5d2","CYB5D2"
"3812","Cyb5r1","CYB5R1"
"3813","Cyb5r2","CYB5R2"
"3814","Cyb5r3","CYB5R3"
"3815","Cyb5r4","CYB5R4"
"3816","Cyb5rl","CYB5RL"
"3817","Cyba","CYBA"
"3818","Cybb","CYBB"
"3819","Cybc1","CYBC1"
"3820","Cybrd1","CYBRD1"
"3821","Cyc1","CYC1"
"3822","Cycs","CYCS"
"3823","Cyct","CYCTP"
"3824","Cyfip1","CYFIP1"
"3825","Cyfip2","CYFIP2"
"3826","Cygb","CYGB"
"3827","Cyhr1","CYHR1"
"3828","Cylc1","CYLC1"
"3829","Cylc2","CYLC2"
"3830","Cyld","CYLD"
"3831","Cyp11a1","CYP11A1"
"3832","Cyp11b1","CYP11B1"
"3833","Cyp11b2","CYP11B1"
"3834","Cyp11b1","CYP11B2"
"3835","Cyp11b2","CYP11B2"
"3836","Cyp17a1","CYP17A1"
"3837","Cyp19a1","CYP19A1"
"3838","Cyp1a1","CYP1A1"
"3839","Cyp1a2","CYP1A2"
"3840","Cyp1b1","CYP1B1"
"3841","Cyp20a1","CYP20A1"
"3842","Cyp21a1","CYP21A2"
"3843","Cyp24a1","CYP24A1"
"3844","Cyp26a1","CYP26A1"
"3845","Cyp26b1","CYP26B1"
"3846","Cyp26c1","CYP26C1"
"3847","Cyp27a1","CYP27A1"
"3848","Cyp27b1","CYP27B1"
"3849","Cyp2a4","CYP2A13"
"3850","Cyp2a5","CYP2A13"
"3851","Cyp2a4","CYP2A6"
"3852","Cyp2a5","CYP2A6"
"3853","Cyp2a4","CYP2A7"
"3854","Cyp2a5","CYP2A7"
"3855","Cyp2ab1","CYP2AB1P"
"3856","Cyp2b10","CYP2B6"
"3857","Cyp2c55","CYP2C18"
"3858","Cyp2c23","CYP2C23P"
"3859","Cyp2c29","CYP2C8"
"3860","Cyp2c38","CYP2C8"
"3861","Cyp2c39","CYP2C8"
"3862","Cyp2c65","CYP2C9"
"3863","Cyp2c66","CYP2C9"
"3864","Cyp2e1","CYP2E1"
"3865","Cyp2f2","CYP2F1"
"3866","Cyp2g1","CYP2G1P"
"3867","Cyp2j6","CYP2J2"
"3868","Cyp2r1","CYP2R1"
"3869","Cyp2s1","CYP2S1"
"3870","Cyp2t4","CYP2T1P"
"3871","Cyp2u1","CYP2U1"
"3872","Cyp2w1","CYP2W1"
"3873","Cyp39a1","CYP39A1"
"3874","Cyp3a11","CYP3A5"
"3875","Cyp3a16","CYP3A5"
"3876","Cyp3a41a","CYP3A5"
"3877","Cyp3a41b","CYP3A5"
"3878","Cyp3a44","CYP3A5"
"3879","Cyp3a13","CYP3A7"
"3880","Cyp46a1","CYP46A1"
"3881","Cyp4a10","CYP4A11"
"3882","Cyp4a31","CYP4A11"
"3883","Cyp4a32","CYP4A11"
"3884","Cyp4a12a","CYP4A22"
"3885","Cyp4a12b","CYP4A22"
"3886","Cyp4b1","CYP4B1"
"3887","Cyp4f40","CYP4F11"
"3888","Cyp4f14","CYP4F12"
"3889","Cyp4f18","CYP4F2"
"3890","Cyp4f39","CYP4F22"
"3891","Cyp4f13","CYP4F3"
"3892","Cyp4f15","CYP4F8"
"3893","Cyp4v3","CYP4V2"
"3894","Cyp4x1","CYP4X1"
"3895","Cyp51","CYP51A1"
"3896","Cyp7a1","CYP7A1"
"3897","Cyp7b1","CYP7B1"
"3898","Cyp8b1","CYP8B1"
"3899","Cyr61","CYR61"
"3900","Cyren","CYREN"
"3901","Cys1","CYS1"
"3902","Cysltr1","CYSLTR1"
"3903","Cysltr2","CYSLTR2"
"3904","Cysrt1","CYSRT1"
"3905","Cystm1","CYSTM1"
"3906","mt-Cytb","CYTB"
"3907","Cyth1","CYTH1"
"3908","Cyth2","CYTH2"
"3909","Cyth3","CYTH3"
"3910","Cyth4","CYTH4"
"3911","Cytip","CYTIP"
"3912","Cytl1","CYTL1"
"3913","Cyyr1","CYYR1"
"3914","D2hgdh","D2HGDH"
"3915","Daam1","DAAM1"
"3916","Daam2","DAAM2"
"3917","Dab1","DAB1"
"3918","Dab2","DAB2"
"3919","Dab2ip","DAB2IP"
"3920","Dach1","DACH1"
"3921","Dach2","DACH2"
"3922","Dact1","DACT1"
"3923","Dact2","DACT2"
"3924","Dact3","DACT3"
"3925","Dad1","DAD1"
"3926","Dag1","DAG1"
"3927","Dagla","DAGLA"
"3928","Daglb","DAGLB"
"3929","Dalir","DALIR"
"3930","Dalrd3","DALRD3"
"3931","Dancr","DANCR"
"3932","Dand5","DAND5"
"3933","Dao","DAO"
"3934","Dap","DAP"
"3935","Dap3","DAP3"
"3936","Dapk1","DAPK1"
"3937","Dapk2","DAPK2"
"3938","Dapk3","DAPK3"
"3939","Dapl1","DAPL1"
"3940","Dapp1","DAPP1"
"3941","Dars","DARS"
"3942","Dars2","DARS2"
"3943","Daw1","DAW1"
"3944","Daxx","DAXX"
"3945","Dazl","DAZ2"
"3946","Dazap1","DAZAP1"
"3947","Dazap2","DAZAP2"
"3948","Dazl","DAZL"
"3949","Dbf4","DBF4"
"3950","Dbh","DBH"
"3951","Dbi","DBI"
"3952","Dbil5","DBIL5P"
"3953","Dbn1","DBN1"
"3954","Dbndd1","DBNDD1"
"3955","Dbndd2","DBNDD2"
"3956","Dbnl","DBNL"
"3957","Dbp","DBP"
"3958","Dbr1","DBR1"
"3959","Dbt","DBT"
"3960","Dbx1","DBX1"
"3961","Dbx2","DBX2"
"3962","Dcaf1","DCAF1"
"3963","Dcaf10","DCAF10"
"3964","Dcaf11","DCAF11"
"3965","Dcaf12","DCAF12"
"3966","Dcaf12l1","DCAF12L1"
"3967","Dcaf12l2","DCAF12L2"
"3968","Dcaf13","DCAF13"
"3969","Dcaf15","DCAF15"
"3970","Dcaf17","DCAF17"
"3971","Dcaf4","DCAF4"
"3972","Dcaf5","DCAF5"
"3973","Dcaf6","DCAF6"
"3974","Dcaf7","DCAF7"
"3975","Dcaf8","DCAF8"
"3976","Dcakd","DCAKD"
"3977","Dcbld1","DCBLD1"
"3978","Dcbld2","DCBLD2"
"3979","Dcc","DCC"
"3980","Dcdc2a","DCDC2"
"3981","Dcdc2b","DCDC2B"
"3982","Dcdc2c","DCDC2C"
"3983","Dcdc5","DCDC5"
"3984","Dchs1","DCHS1"
"3985","Dchs2","DCHS2"
"3986","Dck","DCK"
"3987","Dclk1","DCLK1"
"3988","Dclk2","DCLK2"
"3989","Dclk3","DCLK3"
"3990","Dclre1a","DCLRE1A"
"3991","Dclre1b","DCLRE1B"
"3992","Dclre1c","DCLRE1C"
"3993","Dcn","DCN"
"3994","Dcp1a","DCP1A"
"3995","Dcp1b","DCP1B"
"3996","Dcp2","DCP2"
"3997","Dcps","DCPS"
"3998","Dcst1","DCST1"
"3999","Dcst2","DCST2"
"4000","Dcstamp","DCSTAMP"
"4001","Dct","DCT"
"4002","Dctd","DCTD"
"4003","Dctn1","DCTN1"
"4004","Dctn2","DCTN2"
"4005","Dctn3","DCTN3"
"4006","Dctn4","DCTN4"
"4007","Dctn5","DCTN5"
"4008","Dctn6","DCTN6"
"4009","Dctpp1","DCTPP1"
"4010","Dcun1d1","DCUN1D1"
"4011","Dcun1d2","DCUN1D2"
"4012","Dcun1d3","DCUN1D3"
"4013","Dcun1d4","DCUN1D4"
"4014","Dcun1d5","DCUN1D5"
"4015","Dcx","DCX"
"4016","Dcxr","DCXR"
"4017","Dda1","DDA1"
"4018","Ddah1","DDAH1"
"4019","Ddah2","DDAH2"
"4020","Ddb1","DDB1"
"4021","Ddb2","DDB2"
"4022","Ddc","DDC"
"4023","Ddhd1","DDHD1"
"4024","Ddhd2","DDHD2"
"4025","Ddi1","DDI1"
"4026","Ddi2","DDI2"
"4027","Ddias","DDIAS"
"4028","Ddit3","DDIT3"
"4029","Ddit4","DDIT4"
"4030","Ddit4l","DDIT4L"
"4031","Ddn","DDN"
"4032","Ddo","DDO"
"4033","Ddost","DDOST"
"4034","Ddr1","DDR1"
"4035","Ddr2","DDR2"
"4036","Ddrgk1","DDRGK1"
"4037","Ddt","DDT"
"4038","Ddx1","DDX1"
"4039","Ddx10","DDX10"
"4040","Ddx11","DDX11"
"4041","Ddx17","DDX17"
"4042","Ddx18","DDX18"
"4043","Ddx19a","DDX19A"
"4044","Ddx19b","DDX19B"
"4045","Ddx20","DDX20"
"4046","Ddx21","DDX21"
"4047","Ddx23","DDX23"
"4048","Ddx24","DDX24"
"4049","Ddx25","DDX25"
"4050","Ddx27","DDX27"
"4051","Ddx28","DDX28"
"4052","Ddx31","DDX31"
"4053","Ddx39","DDX39A"
"4054","Ddx39b","DDX39B"
"4055","Ddx3x","DDX3X"
"4056","Ddx3y","DDX3Y"
"4057","Ddx4","DDX4"
"4058","Ddx41","DDX41"
"4059","Ddx42","DDX42"
"4060","Ddx43","DDX43"
"4061","Ddx46","DDX46"
"4062","Ddx47","DDX47"
"4063","Ddx49","DDX49"
"4064","Ddx5","DDX5"
"4065","Ddx50","DDX50"
"4066","Ddx51","DDX51"
"4067","Ddx52","DDX52"
"4068","Ddx54","DDX54"
"4069","Ddx55","DDX55"
"4070","Ddx56","DDX56"
"4071","Ddx58","DDX58"
"4072","Ddx59","DDX59"
"4073","Ddx6","DDX6"
"4074","Ddx60","DDX60"
"4075","Deaf1","DEAF1"
"4076","Decr1","DECR1"
"4077","Decr2","DECR2"
"4078","Dedd","DEDD"
"4079","Dedd2","DEDD2"
"4080","Def6","DEF6"
"4081","Def8","DEF8"
"4082","Defb1","DEFB1"
"4083","Defb14","DEFB103A"
"4084","Defb14","DEFB103B"
"4085","Defb12","DEFB105A"
"4086","Defb12","DEFB105B"
"4087","Defb34","DEFB106A"
"4088","Defb34","DEFB106B"
"4089","Defb41","DEFB110"
"4090","Defb18","DEFB113"
"4091","Defb28","DEFB115"
"4092","Defb29","DEFB116"
"4093","Defb21","DEFB118"
"4094","Defb19","DEFB119"
"4095","Defb36","DEFB123"
"4096","Defb25","DEFB124"
"4097","Defb26","DEFB125"
"4098","Defb22","DEFB126"
"4099","Defb20","DEFB128"
"4100","Defb23","DEFB129"
"4101","Defb47","DEFB130A"
"4102","Defb47","DEFB130B"
"4103","Defb43","DEFB131A"
